ID;hist_plan;data;grupa;podgrupa;sprzet;klient;region;ilosc;cena_hurt;obrot
10243;hist;032006;FS;chlodnictwo;zamrazarki;;Sieci;29;843;17464,38
10244;hist;032006;FS;chlodnictwo;zamrazarki;;Zachod;4;843;2721,20
10245;hist;032006;FS;chlodnictwo;zamrazarki;AVANS;Poludnie;5;843;3513,45
10246;hist;032006;FS;chlodnictwo;zamrazarki;AVANS;Wschod;15;843;10462,30
10247;hist;032006;FS;chlodnictwo;zamrazarki;AVANS;Zachod;24;843;15863,12
10248;hist;032006;FS;chlodnictwo;zamrazarki;G7;Poludnie;10;843;6617,30
10249;hist;032006;FS;chlodnictwo;zamrazarki;MEDIA EXPERT;Poludnie;1;843;705,60
10250;hist;032006;FS;chlodnictwo;zamrazarki;MEDIA MARKT;Sieci;2;843;1413,88
10251;hist;032006;FS;chlodnictwo;zamrazarki;NEONET;Zachod;10;843;6803,00
10252;hist;032006;FS;chlodnictwo;zamrazarki;PARTNER;Zachod;50;843;32802,50
10253;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;;Meblarze;7;272;1698,06
10254;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;;Others;19;272;2760,02
10255;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;;Polnoc;576;272;103059,93
10256;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;;Poludnie;22;272;5325,68
10257;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;;Sieci;539;272;108947,38
10258;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;AVANS;Poludnie;10;272;1981,70
10259;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;AVANS;Wschod;28;272;6552,70
10260;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;AVANS;Zachod;56;272;12908,56
10261;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Polnoc;24;272;5631,22
10262;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Poludnie;20;272;4578,20
10263;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;MEDIA MARKT;Sieci;714;272;167943,03
10264;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;NEONET;Zachod;55;272;12146,15
10265;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;OKAY;Sieci;21;272;4575,18
10266;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;PARTNER;Poludnie;65;272;14185,35
10267;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;PARTNER;Wschod;8;272;1901,12
10268;hist;032006;FS;mikrofalowki;mikrofalowki elektronicznie;PARTNER;Zachod;280;272;57180,00
10269;hist;032006;FS;mikrofalowki;mikrofalowki mechanicznie;;Others;15;218;819,22
10270;hist;032006;FS;mikrofalowki;mikrofalowki mechanicznie;;Poludnie;125;218;19375,48
10271;hist;032006;FS;mikrofalowki;mikrofalowki mechanicznie;;Sieci;343;218;55687,35
10272;hist;032006;FS;mikrofalowki;mikrofalowki mechanicznie;;Wschod;1;218;1,00
10273;hist;032006;FS;mikrofalowki;mikrofalowki mechanicznie;AVANS;Poludnie;101;218;16190,00
10274;hist;032006;FS;mikrofalowki;mikrofalowki mechanicznie;AVANS;Wschod;370;218;59725,90
10275;hist;032006;FS;mikrofalowki;mikrofalowki mechanicznie;AVANS;Zachod;237;218;38130,10
10276;hist;032006;FS;mikrofalowki;mikrofalowki mechanicznie;G7;Polnoc;10;218;1960,40
10277;hist;032006;FS;mikrofalowki;mikrofalowki mechanicznie;G7;Poludnie;20;218;3370,20
10278;hist;032006;FS;mikrofalowki;mikrofalowki mechanicznie;MEDIA MARKT;Sieci;140;218;29365,20
10279;hist;032006;FS;mikrofalowki;mikrofalowki mechanicznie;NEONET;Zachod;65;218;12742,60
10280;hist;032006;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Poludnie;25;218;4480,05
10281;hist;032006;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Wschod;24;218;4389,60
10282;hist;032006;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Zachod;110;218;19000,00
10283;hist;032006;FS;pralki;pralki front;;Others;41;1034;7484,90
10284;hist;032006;FS;pralki;pralki front;;Polnoc;208;1034;152801,22
10285;hist;032006;FS;pralki;pralki front;;Poludnie;602;1034;463936,59
10286;hist;032006;FS;pralki;pralki front;;Sieci;964;1034;752573,51
10287;hist;032006;FS;pralki;pralki front;;Wschod;20;1034;16951,47
10288;hist;032006;FS;pralki;pralki front;AVANS;Poludnie;299;1034;241725,74
10289;hist;032006;FS;pralki;pralki front;AVANS;Wschod;55;1034;48173,57
10290;hist;032006;FS;pralki;pralki front;AVANS;Zachod;436;1034;355864,34
10291;hist;032006;FS;pralki;pralki front;G7;Polnoc;27;1034;23017,18
10292;hist;032006;FS;pralki;pralki front;G7;Poludnie;341;1034;265269,15
10293;hist;032006;FS;pralki;pralki front;G7;Sieci;429;1034;309220,37
10294;hist;032006;FS;pralki;pralki front;MEDIA EXPERT;Polnoc;40;1034;29200,00
10295;hist;032006;FS;pralki;pralki front;MEDIA EXPERT;Poludnie;142;1034;118743,56
10296;hist;032006;FS;pralki;pralki front;MEDIA MARKT;Sieci;788;1034;720545,88
10297;hist;032006;FS;pralki;pralki front;NEONET;Zachod;875;1034;736498,46
10298;hist;032006;FS;pralki;pralki front;OKAY;Sieci;16;1034;16307,09
10299;hist;032006;FS;pralki;pralki front;PARTNER;Poludnie;178;1034;140956,89
10300;hist;032006;FS;pralki;pralki front;PARTNER;Zachod;1137;1034;884834,17
10301;hist;032006;FS;sprzet grzejny;kuchnie;;Others;28;923;6110,62
10302;hist;032006;FS;sprzet grzejny;kuchnie;;Polnoc;1820;923;1277846,89
10303;hist;032006;FS;sprzet grzejny;kuchnie;;Poludnie;859;923;633434,49
10304;hist;032006;FS;sprzet grzejny;kuchnie;;Sieci;1889;923;1241437,22
10305;hist;032006;FS;sprzet grzejny;kuchnie;;Wschod;34;923;28117,01
10306;hist;032006;FS;sprzet grzejny;kuchnie;;Zachod;62;923;54729,12
10307;hist;032006;FS;sprzet grzejny;kuchnie;AVANS;Poludnie;377;923;297365,53
10308;hist;032006;FS;sprzet grzejny;kuchnie;AVANS;Wschod;785;923;583880,04
10309;hist;032006;FS;sprzet grzejny;kuchnie;AVANS;Zachod;1025;923;831755,77
10310;hist;032006;FS;sprzet grzejny;kuchnie;G7;Polnoc;149;923;117157,86
10311;hist;032006;FS;sprzet grzejny;kuchnie;G7;Poludnie;460;923;335565,76
10312;hist;032006;FS;sprzet grzejny;kuchnie;G7;Sieci;83;923;62969,43
10313;hist;032006;FS;sprzet grzejny;kuchnie;G7;Zachod;15;923;13648,99
10314;hist;032006;FS;sprzet grzejny;kuchnie;MEDIA EXPERT;Polnoc;81;923;71163,62
10315;hist;032006;FS;sprzet grzejny;kuchnie;MEDIA EXPERT;Poludnie;321;923;265487,89
10316;hist;032006;FS;sprzet grzejny;kuchnie;MEDIA EXPERT;Zachod;360;923;251412,10
10317;hist;032006;FS;sprzet grzejny;kuchnie;MEDIA MARKT;Sieci;517;923;383317,84
10318;hist;032006;FS;sprzet grzejny;kuchnie;NEONET;Zachod;2018;923;1648180,29
10319;hist;032006;FS;sprzet grzejny;kuchnie;PARTNER;Poludnie;373;923;279952,03
10320;hist;032006;FS;sprzet grzejny;kuchnie;PARTNER;Wschod;399;923;278217,54
10321;hist;032006;FS;sprzet grzejny;kuchnie;PARTNER;Zachod;1027;923;789520,07
10322;hist;032006;FS;zmywarki;zmywarki 60;;Others;10;1415;2595,13
10323;hist;032006;FS;zmywarki;zmywarki 60;;Polnoc;7;1415;6423,41
10324;hist;032006;FS;zmywarki;zmywarki 60;;Poludnie;20;1415;22191,36
10325;hist;032006;FS;zmywarki;zmywarki 60;;Sieci;39;1415;34490,77
10326;hist;032006;FS;zmywarki;zmywarki 60;AVANS;Poludnie;1;1415;1194,46
10327;hist;032006;FS;zmywarki;zmywarki 60;AVANS;Wschod;8;1415;9743,26
10328;hist;032006;FS;zmywarki;zmywarki 60;AVANS;Zachod;1;1415;1378,32
10329;hist;032006;FS;zmywarki;zmywarki 60;G7;Polnoc;7;1415;9797,48
10330;hist;032006;FS;zmywarki;zmywarki 60;G7;Poludnie;1;1415;1063,94
10331;hist;032006;FS;zmywarki;zmywarki 60;MEDIA MARKT;Sieci;33;1415;36521,67
10332;hist;032006;FS;zmywarki;zmywarki 60;NEONET;Zachod;6;1415;8116,88
10333;hist;032006;FS;zmywarki;zmywarki 60;OKAY;Sieci;3;1415;3562,20
10334;hist;032006;FS;zmywarki;zmywarki 60;PARTNER;Poludnie;10;1415;13423,80
10335;hist;032006;FS;zmywarki;zmywarki 60;PARTNER;Zachod;8;1415;9127,49
10336;hist;042006;BI;chlodnictwo;chlodziarki;;Meblarze;3;964;2200,47
10337;hist;042006;BI;chlodnictwo;chlodziarki;;Others;25;964;4358,71
10338;hist;042006;BI;chlodnictwo;chlodziarki;;Polnoc;6;964;5119,32
10339;hist;042006;BI;chlodnictwo;chlodziarki;;Poludnie;8;964;6385,03
10340;hist;042006;BI;chlodnictwo;chlodziarki;;Sieci;42;964;20059,65
10341;hist;042006;BI;chlodnictwo;chlodziarki;;Wschod;2;964;1779,64
10342;hist;042006;BI;chlodnictwo;chlodziarki;AVANS;Poludnie;5;964;4031,81
10343;hist;042006;BI;chlodnictwo;chlodziarki;AVANS;Wschod;8;964;6479,86
10344;hist;042006;BI;chlodnictwo;chlodziarki;AVANS;Zachod;9;964;7211,25
10345;hist;042006;BI;chlodnictwo;chlodziarki;G7;Polnoc;5;964;3985,45
10346;hist;042006;BI;chlodnictwo;chlodziarki;G7;Poludnie;36;964;26003,12
10347;hist;042006;BI;chlodnictwo;chlodziarki;G7;Sieci;7;964;6035,11
10348;hist;042006;BI;chlodnictwo;chlodziarki;G7;Zachod;4;964;3581,98
10349;hist;042006;BI;chlodnictwo;chlodziarki;MEDIA EXPERT;Poludnie;1;964;762,49
10350;hist;042006;BI;chlodnictwo;chlodziarki;NEONET;Zachod;4;964;3051,90
10351;hist;042006;BI;chlodnictwo;chlodziarki;PARTNER;Poludnie;19;964;15562,16
10352;hist;042006;BI;chlodnictwo;chlodziarki;PARTNER;Zachod;6;964;5155,97
10353;hist;042006;BI;chlodnictwo;lodowki dwudrzwiowe;;Meblarze;12;1164;8719,19
10354;hist;042006;BI;chlodnictwo;lodowki dwudrzwiowe;;Others;2;1164;470,22
10355;hist;042006;BI;chlodnictwo;lodowki dwudrzwiowe;;Poludnie;2;1164;2128,95
10356;hist;042006;BI;chlodnictwo;lodowki dwudrzwiowe;;Sieci;4;1164;3482,10
10357;hist;042006;BI;chlodnictwo;lodowki dwudrzwiowe;AVANS;Wschod;1;1164;1019,91
10358;hist;042006;BI;chlodnictwo;lodowki dwudrzwiowe;AVANS;Zachod;1;1164;1019,91
10359;hist;042006;BI;chlodnictwo;lodowki dwudrzwiowe;E-WORLD;Sieci;1;1164;764,11
10360;hist;042006;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Polnoc;3;1164;3050,58
10361;hist;042006;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Poludnie;5;1164;4950,95
10362;hist;042006;BI;chlodnictwo;lodowki dwudrzwiowe;NEONET;Zachod;1;1164;1058,00
10363;hist;042006;BI;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Poludnie;8;1164;8273,56
10364;hist;042006;BI;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Zachod;1;1164;1084,94
10365;hist;042006;BI;chlodnictwo;lodowki kombi;;Meblarze;24;1355;20877,87
10366;hist;042006;BI;chlodnictwo;lodowki kombi;;Others;1;1355;813,70
10367;hist;042006;BI;chlodnictwo;lodowki kombi;;Polnoc;6;1355;6373,44
10368;hist;042006;BI;chlodnictwo;lodowki kombi;;Poludnie;22;1355;25231,58
10369;hist;042006;BI;chlodnictwo;lodowki kombi;;Sieci;64;1355;68300,56
10370;hist;042006;BI;chlodnictwo;lodowki kombi;;Wschod;3;1355;3493,94
10371;hist;042006;BI;chlodnictwo;lodowki kombi;;Zachod;7;1355;7439,07
10372;hist;042006;BI;chlodnictwo;lodowki kombi;AVANS;Poludnie;13;1355;13931,00
10373;hist;042006;BI;chlodnictwo;lodowki kombi;AVANS;Wschod;5;1355;5637,00
10374;hist;042006;BI;chlodnictwo;lodowki kombi;AVANS;Zachod;23;1355;24845,95
10375;hist;042006;BI;chlodnictwo;lodowki kombi;BRW-SA;Meblarze;19;1355;21117,96
10376;hist;042006;BI;chlodnictwo;lodowki kombi;G7;Polnoc;29;1355;32668,82
10377;hist;042006;BI;chlodnictwo;lodowki kombi;G7;Poludnie;71;1355;77514,17
10378;hist;042006;BI;chlodnictwo;lodowki kombi;G7;Sieci;59;1355;63936,25
10379;hist;042006;BI;chlodnictwo;lodowki kombi;G7;Zachod;13;1355;14252,75
10380;hist;042006;BI;chlodnictwo;lodowki kombi;MEDIA EXPERT;Polnoc;1;1355;1049,02
10381;hist;042006;BI;chlodnictwo;lodowki kombi;MEDIA EXPERT;Poludnie;1;1355;1147,01
10382;hist;042006;BI;chlodnictwo;lodowki kombi;MEDIA MARKT;Sieci;26;1355;29611,20
10383;hist;042006;BI;chlodnictwo;lodowki kombi;PARTNER;Poludnie;15;1355;15829,09
10384;hist;042006;BI;chlodnictwo;lodowki kombi;PARTNER;Wschod;1;1355;1049,01
10385;hist;042006;BI;chlodnictwo;lodowki kombi;PARTNER;Zachod;33;1355;32747,33
10386;hist;042006;BI;chlodnictwo;zamrazarki;;Sieci;4;969;2978,04
10387;hist;042006;BI;chlodnictwo;zamrazarki;G7;Poludnie;1;969;763,26
10388;hist;042006;BI;chlodnictwo;zamrazarki;MEDIA MARKT;Sieci;2;969;1471,36
10389;hist;042006;BI;mikrofalowki;mikrofalowki mechanicznie;;Meblarze;1;940;865,09
10390;hist;042006;BI;mikrofalowki;mikrofalowki mechanicznie;;Poludnie;2;940;940,30
10391;hist;042006;BI;mikrofalowki;mikrofalowki mechanicznie;;Sieci;2;940;1198,88
10392;hist;042006;BI;mikrofalowki;mikrofalowki mechanicznie;;Wschod;1;940;787,04
10393;hist;042006;BI;mikrofalowki;mikrofalowki mechanicznie;AVANS;Zachod;2;940;1562,36
10394;hist;042006;BI;mikrofalowki;mikrofalowki mechanicznie;BRW-SA;Meblarze;2;940;1673,75
10395;hist;042006;BI;mikrofalowki;mikrofalowki mechanicznie;G7;Poludnie;1;940;774,33
10396;hist;042006;BI;mikrofalowki;mikrofalowki mechanicznie;G7;Sieci;1;940;573,40
10397;hist;042006;BI;mikrofalowki;mikrofalowki mechanicznie;G7;Zachod;1;940;827,47
10398;hist;042006;BI;mikrofalowki;mikrofalowki mechanicznie;MEDIA MARKT;Sieci;1;940;883,89
10399;hist;042006;BI;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Poludnie;3;940;2462,67
10400;hist;042006;BI;okapy;okapy kominowe;;Polnoc;97;710;44322,61
10401;hist;042006;BI;okapy;okapy kominowe;;Sieci;222;710;124063,61
10402;hist;042006;BI;okapy;okapy kominowe;AVANS;Poludnie;52;710;30104,94
10403;hist;042006;BI;okapy;okapy kominowe;AVANS;Wschod;83;710;57530,35
10404;hist;042006;BI;okapy;okapy kominowe;AVANS;Zachod;100;710;50095,28
10405;hist;042006;BI;okapy;okapy kominowe;BRW-SA;Meblarze;27;710;14991,81
10406;hist;042006;BI;okapy;okapy kominowe;G7;Polnoc;157;710;75747,75
10407;hist;042006;BI;okapy;okapy kominowe;G7;Poludnie;290;710;178472,82
10408;hist;042006;BI;okapy;okapy kominowe;G7;Sieci;145;710;52399,31
10409;hist;042006;BI;okapy;okapy kominowe;G7;Zachod;202;710;78397,91
10410;hist;042006;BI;okapy;okapy kominowe;MEDIA EXPERT;Polnoc;17;710;8394,28
10411;hist;042006;BI;okapy;okapy kominowe;MEDIA EXPERT;Poludnie;49;710;18602,80
10412;hist;042006;BI;okapy;okapy kominowe;MEDIA MARKT;Sieci;81;710;34006,81
10413;hist;042006;BI;okapy;okapy kominowe;NEONET;Zachod;12;710;7446,72
10414;hist;042006;BI;okapy;okapy kominowe;OKAY;Sieci;9;710;2943,00
10415;hist;042006;BI;okapy;okapy kominowe;PARTNER;Poludnie;99;710;65753,94
10416;hist;042006;BI;okapy;okapy kominowe;PARTNER;Zachod;235;710;147550,85
10417;hist;042006;BI;okapy;okapy meblowe;;Meblarze;1;335;308,56
10418;hist;042006;BI;okapy;okapy meblowe;;Polnoc;2;335;598,34
10419;hist;042006;BI;okapy;okapy meblowe;;Poludnie;4;335;1207,40
10420;hist;042006;BI;okapy;okapy meblowe;;Sieci;7;335;1936,87
10421;hist;042006;BI;okapy;okapy meblowe;AVANS;Poludnie;3;335;880,03
10422;hist;042006;BI;okapy;okapy meblowe;AVANS;Zachod;2;335;557,26
10423;hist;042006;BI;okapy;okapy meblowe;G7;Polnoc;3;335;870,33
10424;hist;042006;BI;okapy;okapy meblowe;G7;Poludnie;7;335;1933,26
10425;hist;042006;BI;okapy;okapy teleskopowe;;Meblarze;18;311;5081,22
10426;hist;042006;BI;okapy;okapy teleskopowe;;Polnoc;52;311;13950,00
10427;hist;042006;BI;okapy;okapy teleskopowe;;Poludnie;287;311;78105,81
10428;hist;042006;BI;okapy;okapy teleskopowe;;Sieci;213;311;51249,89
10429;hist;042006;BI;okapy;okapy teleskopowe;;Wschod;17;311;4720,35
10430;hist;042006;BI;okapy;okapy teleskopowe;;Zachod;8;311;2321,64
10431;hist;042006;BI;okapy;okapy teleskopowe;AVANS;Poludnie;82;311;21738,06
10432;hist;042006;BI;okapy;okapy teleskopowe;AVANS;Wschod;38;311;10058,33
10433;hist;042006;BI;okapy;okapy teleskopowe;AVANS;Zachod;103;311;26855,02
10434;hist;042006;BI;okapy;okapy teleskopowe;BRW-SA;Meblarze;16;311;4420,84
10435;hist;042006;BI;okapy;okapy teleskopowe;G7;Polnoc;108;311;28805,73
10436;hist;042006;BI;okapy;okapy teleskopowe;G7;Poludnie;122;311;32795,34
10437;hist;042006;BI;okapy;okapy teleskopowe;G7;Sieci;48;311;13510,81
10438;hist;042006;BI;okapy;okapy teleskopowe;G7;Zachod;82;311;20579,44
10439;hist;042006;BI;okapy;okapy teleskopowe;MEDIA EXPERT;Polnoc;12;311;3591,60
10440;hist;042006;BI;okapy;okapy teleskopowe;MEDIA EXPERT;Poludnie;26;311;6422,00
10441;hist;042006;BI;okapy;okapy teleskopowe;MEDIA MARKT;Sieci;30;311;8489,48
10442;hist;042006;BI;okapy;okapy teleskopowe;PARTNER;Poludnie;88;311;24372,42
10443;hist;042006;BI;okapy;okapy teleskopowe;PARTNER;Wschod;26;311;7319,63
10444;hist;042006;BI;okapy;okapy teleskopowe;PARTNER;Zachod;108;311;28547,05
10445;hist;042006;BI;okapy;okapy uniwersalne;;Meblarze;185;179;28495,73
10446;hist;042006;BI;okapy;okapy uniwersalne;;Others;6;179;591,20
10447;hist;042006;BI;okapy;okapy uniwersalne;;Polnoc;707;179;115800,51
10448;hist;042006;BI;okapy;okapy uniwersalne;;Poludnie;332;179;47716,90
10449;hist;042006;BI;okapy;okapy uniwersalne;;Sieci;1649;179;238005,52
10450;hist;042006;BI;okapy;okapy uniwersalne;;Wschod;39;179;6233,88
10451;hist;042006;BI;okapy;okapy uniwersalne;AVANS;Poludnie;191;179;26075,18
10452;hist;042006;BI;okapy;okapy uniwersalne;AVANS;Wschod;350;179;50816,50
10453;hist;042006;BI;okapy;okapy uniwersalne;AVANS;Zachod;582;179;85799,81
10454;hist;042006;BI;okapy;okapy uniwersalne;G7;Polnoc;150;179;23137,20
10455;hist;042006;BI;okapy;okapy uniwersalne;G7;Poludnie;584;179;90829,90
10456;hist;042006;BI;okapy;okapy uniwersalne;G7;Sieci;168;179;23499,55
10457;hist;042006;BI;okapy;okapy uniwersalne;G7;Zachod;31;179;4674,84
10458;hist;042006;BI;okapy;okapy uniwersalne;MEDIA EXPERT;Polnoc;100;179;15185,20
10459;hist;042006;BI;okapy;okapy uniwersalne;MEDIA EXPERT;Poludnie;198;179;28209,56
10460;hist;042006;BI;okapy;okapy uniwersalne;MEDIA MARKT;Sieci;301;179;49217,39
10461;hist;042006;BI;okapy;okapy uniwersalne;NEONET;Zachod;191;179;30826,69
10462;hist;042006;BI;okapy;okapy uniwersalne;OKAY;Sieci;9;179;1519,47
10463;hist;042006;BI;okapy;okapy uniwersalne;PARTNER;Poludnie;129;179;20610,10
10464;hist;042006;BI;okapy;okapy uniwersalne;PARTNER;Wschod;346;179;55016,31
10465;hist;042006;BI;okapy;okapy uniwersalne;PARTNER;Zachod;341;179;53708,30
10466;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;;Meblarze;88;1568;89776,04
10467;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;;Others;6;1568;5456,20
10468;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;;Poludnie;43;1568;58255,11
10469;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;;Sieci;186;1568;214751,41
10470;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;;Wschod;5;1568;6849,58
10471;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;;Zachod;5;1568;6841,11
10472;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;AVANS;Poludnie;18;1568;21582,09
10473;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;AVANS;Wschod;72;1568;110203,40
10474;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;AVANS;Zachod;74;1568;91750,11
10475;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;BRW-SA;Meblarze;4;1568;4599,93
10476;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;E-WORLD;Sieci;6;1568;6950,24
10477;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;G7;Poludnie;162;1568;219966,50
10478;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;G7;Sieci;134;1568;175177,03
10479;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;G7;Zachod;44;1568;51189,03
10480;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;MEDIA EXPERT;Polnoc;6;1568;8993,53
10481;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;MEDIA MARKT;Sieci;329;1568;462218,88
10482;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;NEONET;Zachod;33;1568;45956,12
10483;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;OKAY;Sieci;5;1568;4750,00
10484;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;PARTNER;Poludnie;61;1568;92695,84
10485;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;PARTNER;Wschod;8;1568;10358,40
10486;hist;042006;BI;sprzet grzejny;kuchnie do zabudowy;PARTNER;Zachod;195;1568;248574,72
10487;hist;042006;BI;sprzet grzejny;piekarniki;;Meblarze;54;929;48718,20
10488;hist;042006;BI;sprzet grzejny;piekarniki;;Others;8;929;5217,76
10489;hist;042006;BI;sprzet grzejny;piekarniki;;Polnoc;76;929;47896,46
10490;hist;042006;BI;sprzet grzejny;piekarniki;;Poludnie;82;929;74263,51
10491;hist;042006;BI;sprzet grzejny;piekarniki;;Sieci;377;929;240182,43
10492;hist;042006;BI;sprzet grzejny;piekarniki;;Wschod;7;929;5750,70
10493;hist;042006;BI;sprzet grzejny;piekarniki;;Zachod;13;929;9610,54
10494;hist;042006;BI;sprzet grzejny;piekarniki;AVANS;Poludnie;35;929;28023,70
10495;hist;042006;BI;sprzet grzejny;piekarniki;AVANS;Wschod;115;929;67463,80
10496;hist;042006;BI;sprzet grzejny;piekarniki;AVANS;Zachod;166;929;105903,37
10497;hist;042006;BI;sprzet grzejny;piekarniki;BRW-SA;Meblarze;38;929;25713,71
10498;hist;042006;BI;sprzet grzejny;piekarniki;G7;Polnoc;82;929;67495,59
10499;hist;042006;BI;sprzet grzejny;piekarniki;G7;Sieci;144;929;85150,22
10500;hist;042006;BI;sprzet grzejny;piekarniki;G7;Zachod;56;929;39102,26
10501;hist;042006;BI;sprzet grzejny;piekarniki;MEDIA EXPERT;Poludnie;3;929;2736,23
10502;hist;042006;BI;sprzet grzejny;piekarniki;MEDIA MARKT;Sieci;258;929;159123,25
10503;hist;042006;BI;sprzet grzejny;piekarniki;NEONET;Zachod;210;929;122443,63
10504;hist;042006;BI;sprzet grzejny;piekarniki;OKAY;Sieci;4;929;1872,00
10505;hist;042006;BI;sprzet grzejny;piekarniki;PARTNER;Poludnie;64;929;54887,24
10506;hist;042006;BI;sprzet grzejny;piekarniki;PARTNER;Wschod;48;929;34663,98
10507;hist;042006;BI;sprzet grzejny;piekarniki;PARTNER;Zachod;147;929;125289,13
10508;hist;042006;BI;sprzet grzejny;plyty grzejne;;Meblarze;133;593;48651,05
10509;hist;042006;BI;sprzet grzejny;plyty grzejne;;Polnoc;91;593;49196,48
10510;hist;042006;BI;sprzet grzejny;plyty grzejne;;Sieci;762;593;278413,63
10511;hist;042006;BI;sprzet grzejny;plyty grzejne;;Wschod;12;593;5593,09
10512;hist;042006;BI;sprzet grzejny;plyty grzejne;;Zachod;13;593;5542,01
10513;hist;042006;BI;sprzet grzejny;plyty grzejne;AVANS;Poludnie;75;593;42487,75
10514;hist;042006;BI;sprzet grzejny;plyty grzejne;AVANS;Wschod;126;593;46002,02
10515;hist;042006;BI;sprzet grzejny;plyty grzejne;AVANS;Zachod;182;593;79923,62
10516;hist;042006;BI;sprzet grzejny;plyty grzejne;BRW-SA;Meblarze;35;593;18235,51
10517;hist;042006;BI;sprzet grzejny;plyty grzejne;G7;Poludnie;363;593;179679,80
10518;hist;042006;BI;sprzet grzejny;plyty grzejne;G7;Sieci;215;593;89549,88
10519;hist;042006;BI;sprzet grzejny;plyty grzejne;MEDIA MARKT;Sieci;344;593;124227,62
10520;hist;042006;BI;sprzet grzejny;plyty grzejne;NEONET;Zachod;227;593;69925,00
10521;hist;042006;BI;sprzet grzejny;plyty grzejne;OKAY;Sieci;4;593;1016,04
10522;hist;042006;BI;sprzet grzejny;plyty grzejne;PARTNER;Poludnie;108;593;55715,80
10523;hist;042006;BI;sprzet grzejny;plyty grzejne;PARTNER;Wschod;63;593;27945,03
10524;hist;042006;BI;zmywarki;zmywarki 45;;Meblarze;1;1493;1359,80
10525;hist;042006;BI;zmywarki;zmywarki 45;;Poludnie;3;1493;4172,13
10526;hist;042006;BI;zmywarki;zmywarki 45;;Sieci;1;1493;967,46
10527;hist;042006;BI;zmywarki;zmywarki 45;AVANS;Wschod;1;1493;1340,64
10528;hist;042006;BI;zmywarki;zmywarki 45;AVANS;Zachod;3;1493;3908,08
10529;hist;042006;BI;zmywarki;zmywarki 45;BRW-SA;Meblarze;2;1493;2781,42
10530;hist;042006;BI;zmywarki;zmywarki 45;G7;Poludnie;1;1493;1272,46
10531;hist;042006;BI;zmywarki;zmywarki 45;G7;Sieci;1;1493;1,02
